Município;2016;2017;2018;2019;2020;2021;2022;2023;media
353230 NATIVIDADE DA SERRA;1371;1411;1457;1503;1546;1579;1621;1666;1519,25
353240 NAZARE PAULISTA;2723;2808;2901;2994;3081;3160;3245;3361;3034,125
353250 NEVES PAULISTA;1902;1958;2020;2077;2139;2177;2226;2285;2098
353260 NHANDEARA;2308;2363;2413;2459;2506;2539;2575;2623;2473,25
353270 NIPOA;598;613;630;646;666;681;694;711;654,875
353280 NOVA ALIANCA;1077;1105;1132;1165;1192;1222;1246;1276;1176,875
353282 NOVA CAMPINA;817;848;885;920;956;986;1021;1069;937,75
353284 NOVA CANAA PAULISTA;538;554;568;586;605;613;627;624;589,375
353286 NOVA CASTILHO;181;186;187;193;193;195;196;194;190,625
353290 NOVA EUROPA;1240;1282;1327;1374;1424;1465;1506;1552;1396,25
353300 NOVA GRANADA;3079;3170;3260;3361;3450;3525;3598;3694;3392,125
353310 NOVA GUATAPORANGA;449;461;477;489;506;515;521;523;492,625
353320 NOVA INDEPENDENCIA;415;440;463;498;528;551;581;604;510
353325 NOVAIS;523;533;537;552;561;569;581;594;556,25
353330 NOVA LUZITANIA;504;520;533;552;561;572;584;587;551,625
353340 NOVA ODESSA;7434;7826;8239;8666;9084;9465;9859;10302;8859,375
353350 NOVO HORIZONTE;6265;6457;6646;6852;7035;7191;7348;7545;6917,375
353360 NUPORANGA;1084;1120;1161;1206;1241;1276;1315;1357;1220
353370 OCAUCU;732;760;784;817;839;862;881;905;822,5
353380 OLEO;537;547;555;565;574;577;584;590;566,125
353390 OLIMPIA;8617;8859;9098;9351;9575;9756;9932;10162;9418,75
353400 ONDA VERDE;571;590;618;645;670;698;727;759;659,75
353410 ORIENTE;1100;1139;1181;1227;1277;1314;1348;1391;1247,125
353420 ORINDIUVA;639;669;699;735;767;799;834;868;751,25
353430 ORLANDIA;5864;6080;6306;6540;6755;6948;7144;7373;6626,25
353440 OSASCO;85246;89033;92952;96944;100825;104288;107822;111905;98626,875
353450 OSCAR BRESSANE;593;605;619;630;645;653;659;667;633,875
353460 OSVALDO CRUZ;6194;6348;6507;6663;6819;6933;7047;7197;6713,5
353470 OURINHOS;16592;17099;17620;18146;18641;19047;19469;19999;18326,625
353475 OUROESTE;1433;1498;1572;1652;1735;1803;1872;1952;1689,625
353480 OURO VERDE;1200;1220;1247;1273;1301;1318;1340;1376;1284,375
353490 PACAEMBU;2211;2252;2292;2336;2381;2413;2446;2495;2353,25
353500 PALESTINA;2035;2081;2131;2179;2220;2255;2287;2339;2190,875
353510 PALMARES PAULISTA;1012;1054;1092;1133;1176;1213;1255;1314;1156,125
353520 PALMEIRA D'OESTE;2038;2079;2124;2173;2213;2248;2281;2335;2186,375
353530 PALMITAL;4032;4112;4188;4262;4328;4373;4414;4483;4274
353540 PANORAMA;2102;2171;2241;2314;2385;2446;2502;2576;2342,125
353550 PARAGUACU PAULISTA;6423;6600;6791;6982;7167;7319;7485;7687;7056,75
353560 PARAIBUNA;2801;2910;3022;3138;3254;3357;3462;3589;3191,625
353570 PARAISO;1004;1037;1073;1112;1139;1168;1201;1237;1121,375
353580 PARANAPANEMA;2223;2323;2423;2527;2632;2728;2828;2937;2577,625
353590 PARANAPUA;696;713;727;752;774;790;804;823;759,875
353600 PARAPUA;2132;2183;2239;2302;2360;2401;2442;2494;2319,125
353610 PARDINHO;867;908;952;996;1039;1079;1117;1158;1014,5
353620 PARIQUERA-ACU;2793;2882;2975;3071;3158;3228;3303;3401;3101,375
353625 PARISI;455;479;511;537;566;593;615;635;548,875
353630 PATROCINIO PAULISTA;1893;1966;2041;2111;2185;2242;2307;2390;2141,875
353640 PAULICEIA;931;984;1047;1114;1185;1249;1312;1371;1149,125
353650 PAULINIA;10255;10986;11743;12537;13332;14094;14886;15763;12949,5
353657 PAULISTANIA;299;310;320;327;339;349;351;360;331,875
353660 PAULO DE FARIA;1355;1386;1419;1449;1479;1500;1529;1571;1461
353670 PEDERNEIRAS;5954;6183;6425;6673;6910;7121;7333;7593;6774
353680 PEDRA BELA;1094;1141;1183;1228;1271;1309;1344;1382;1244
353690 PEDRANOPOLIS;579;603;628;656;679;706;729;747;665,875
353700 PEDREGULHO;2281;2362;2447;2535;2620;2686;2755;2828;2564,25
353710 PEDREIRA;6088;6325;6572;6824;7070;7288;7514;7782;6932,875
353715 PEDRINHAS PAULISTA;497;514;532;557;572;590;610;628;562,5
353720 PEDRO DE TOLEDO;1725;1805;1886;1981;2068;2147;2224;2308;2018
353730 PENAPOLIS;10487;10789;11119;11454;11766;12021;12277;12591;11563
353740 PEREIRA BARRETO;4262;4364;4481;4597;4717;4807;4906;5042;4647
353750 PEREIRAS;1264;1317;1369;1429;1482;1528;1576;1633;1449,75
353760 PERUIBE;11457;11956;12480;13020;13538;13995;14449;14965;13232,5
353770 PIACATU;942;969;999;1033;1071;1098;1125;1159;1049,5
353780 PIEDADE;7965;8235;8529;8830;9125;9376;9635;9930;8953,125
353790 PILAR DO SUL;3935;4080;4224;4382;4537;4670;4804;4968;4450
353800 PINDAMONHANGABA;20528;21586;22659;23743;24788;25714;26649;27683;24168,75
353810 PINDORAMA;2723;2780;2843;2910;2969;3009;3045;3104;2922,875
353820 PINHALZINHO;2612;2725;2840;2962;3080;3183;3281;3392;3009,375
353830 PIQUEROBI;608;614;632;640;650;661;674;687;645,75
353850 PIQUETE;2420;2489;2551;2619;2684;2739;2796;2859;2644,625
353860 PIRACAIA;4220;4387;4566;4745;4919;5065;5213;5388;4812,875
353870 PIRACICABA;57679;60023;62432;64897;67260;69304;71357;73762;65839,25
353880 PIRAJU;5110;5279;5449;5613;5772;5895;6025;6196;5667,375
353890 PIRAJUI;3536;3630;3731;3840;3945;4024;4108;4208;3877,75
353900 PIRANGI;1955;2006;2052;2098;2145;2174;2205;2261;2112
353910 PIRAPORA DO BOM JESUS;1513;1582;1653;1735;1816;1891;1967;2054;1776,375
353920 PIRAPOZINHO;3788;3914;4049;4197;4336;4452;4580;4740;4257
353930 PIRASSUNUNGA;12131;12525;12939;13366;13779;14128;14468;14881;13527,125
353940 PIRATININGA;2184;2269;2365;2462;2556;2637;2712;2799;2498
353950 PITANGUEIRAS;4105;4224;4353;4491;4621;4731;4861;5028;4551,75
353960 PLANALTO;604;635;661;693;723;746;775;802;704,875
353970 PLATINA;492;507;521;534;548;555;571;579;538,375
353980 POA;12500;13090;13683;14276;14842;15345;15852;16422;14501,25
353990 POLONI;1092;1120;1144;1171;1199;1222;1238;1259;1180,625
354000 POMPEIA;3297;3401;3514;3622;3728;3821;3906;4013;3662,75
354010 PONGAI;714;730;753;776;799;813;822;834;780,125
354020 PONTAL;3639;3790;3954;4120;4285;4439;4606;4809;4205,25
354025 PONTALINDA;603;618;634;655;673;687;705;719;661,75
354030 PONTES GESTAL;483;491;499;511;523;533;541;546;515,875
354040 POPULINA;854;871;890;918;937;953;968;990;922,625
354050 PORANGABA;1863;1975;2093;2215;2335;2450;2561;2678;2271,25
354060 PORTO FELIZ;7288;7599;7939;8294;8645;8960;9273;9642;8455
354070 PORTO FERREIRA;7913;8176;8452;8737;9015;9249;9492;9783;8852,125
354075 POTIM;1760;1836;1916;1997;2078;2150;2227;2325;2036,125
354080 POTIRENDABA;2825;2918;3019;3117;3215;3298;3386;3491;3158,625
354085 PRACINHA;280;282;285;287;289;284;291;288;285,75
354090 PRADOPOLIS;2142;2237;2334;2434;2530;2615;2698;2795;2473,125
354100 PRAIA GRANDE;44183;46602;49133;51777;54388;56794;59245;61976;53012,25
354105 PRATANIA;524;541;563;586;601;617;642;658;591,5
354110 PRESIDENTE ALVES;714;735;757;776;806;821;838;853;787,5
354120 PRESIDENTE BERNARDES;2671;2728;2799;2874;2942;3001;3062;3135;2901,5
354130 PRESIDENTE EPITACIO;6272;6494;6724;6965;7198;7400;7605;7853;7063,875
354140 PRESIDENTE PRUDENTE;35283;36598;37966;39358;40696;41850;43005;44382;39892,25
354150 PRESIDENTE VENCESLAU;6770;6956;7156;7348;7537;7690;7845;8058;7420
354160 PROMISSAO;5470;5629;5799;5975;6146;6292;6438;6628;6047,125
354165 QUADRA;538;557;582;598;617;632;655;669;606
354170 QUATA;1822;1880;1940;2000;2062;2114;2173;2238;2028,625
354180 QUEIROZ;359;373;381;397;411;425;441;451;404,75
354190 QUELUZ;1378;1406;1432;1460;1485;1502;1526;1563;1469
354200 QUINTANA;1006;1037;1071;1103;1137;1166;1190;1222;1116,5
354210 RAFARD;1255;1288;1323;1371;1412;1445;1485;1534;1389,125
354220 RANCHARIA;4690;4814;4954;5105;5246;5371;5501;5677;5169,75
354230 REDENCAO DA SERRA;766;810;861;908;964;1010;1058;1095;934
354240 REGENTE FEIJO;3070;3182;3297;3425;3541;3651;3755;3890;3476,375
354250 REGINOPOLIS;1004;1035;1066;1095;1124;1145;1167;1189;1103,125
354260 REGISTRO;8050;8346;8653;8962;9265;9527;9793;10115;9088,875
354270 RESTINGA;756;787;817;849;879;907;933;972;862,5
354280 RIBEIRA;583;589;602;610;616;619;625;634;609,75
354290 RIBEIRAO BONITO;1736;1781;1828;1872;1916;1950;1983;2035;1887,625
354300 RIBEIRAO BRANCO;2029;2085;2141;2201;2268;2314;2373;2455;2233,25
354310 RIBEIRAO CORRENTE;572;595;613;638;663;682;703;723;648,625
354320 RIBEIRAO DO SUL;847;875;903;942;970;995;1017;1050;949,875
354323 RIBEIRAO DOS INDIOS;457;463;469;480;491;494;504;507;483,125
354325 RIBEIRAO GRANDE;1109;1141;1176;1210;1248;1277;1305;1351;1227,125
354330 RIBEIRAO PIRES;16578;17310;18032;18753;19436;20044;20656;21370;19022,375
354340 RIBEIRAO PRETO;95820;99531;103336;107204;110894;114062;117179;120813;108604,875
354350 RIVERSUL;1029;1034;1049;1068;1077;1086;1101;1121;1070,625
354360 RIFAINA;623;645;671;700;724;751;770;792;709,5
354370 RINCAO;1452;1489;1526;1562;1600;1629;1667;1716;1580,125
354380 RINOPOLIS;1954;1986;2030;2071;2103;2121;2138;2174;2072,125
354390 RIO CLARO;30095;31069;32104;33190;34226;35102;35971;37005;33595,25
354400 RIO DAS PEDRAS;3497;3632;3779;3931;4083;4212;4359;4530;4002,875
354410 RIO GRANDE DA SERRA;4650;4873;5097;5319;5545;5748;5955;6201;5423,5
354420 RIOLANDIA;1266;1292;1313;1339;1362;1379;1396;1427;1346,75
354425 ROSANA;2797;2906;3017;3133;3239;3336;3437;3556;3177,625
354430 ROSEIRA;1241;1301;1363;1428;1493;1550;1608;1678;1457,75
354440 RUBIACEA;361;370;379;387;402;409;423;427;394,75
354450 RUBINEIA;759;805;859;917;969;1015;1064;1103;936,375
354460 SABINO;1055;1089;1127;1170;1211;1244;1274;1299;1183,625
354470 SAGRES;438;450;465;484;500;511;519;527;486,75
354480 SALES;1089;1140;1199;1267;1332;1384;1439;1499;1293,625
354490 SALES OLIVEIRA;1745;1805;1871;1934;1995;2056;2105;2166;1959,625
354500 SALESOPOLIS;2274;2340;2427;2511;2594;2668;2739;2824;2547,125
354510 SALMOURAO;833;853;878;899;924;939;956;980;907,75
354515 SALTINHO;1289;1349;1408;1470;1527;1570;1617;1667;1487,125
354520 SALTO;14895;15675;16522;17405;18290;19114;19956;20911;17846
354530 SALTO DE PIRAPORA;5834;6067;6319;6578;6835;7061;7285;7537;6689,5
354540 SALTO GRANDE;1575;1620;1666;1718;1759;1795;1831;1878;1730,25
354550 SANDOVALINA;469;490;508;530;554;574;598;619;542,75
354560 SANTA ADELIA;2331;2392;2453;2514;2566;2605;2656;2721;2529,75
354570 SANTA ALBERTINA;1240;1279;1324;1367;1412;1445;1472;1500;1379,875
354580 SANTA BARBARA D'OESTE;25778;26979;28221;29487;30712;31787;32865;34059;29986
354600 SANTA BRANCA;2265;2345;2442;2538;2626;2707;2791;2890;2575,5
354610 SANTA CLARA D'OESTE;431;444;465;483;499;512;524;530;486
354620 SANTA CRUZ DA CONCEICAO;818;855;895;939;984;1022;1058;1093;958
354625 SANTA CRUZ DA ESPERANCA;367;380;397;415;434;448;460;474;421,875
354630 SANTA CRUZ DAS PALMEIRAS;4025;4163;4308;4456;4593;4717;4834;4987;4510,375
354640 SANTA CRUZ DO RIO PARDO;7571;7787;8006;8219;8423;8580;8736;8949;8283,875
354650 SANTA ERNESTINA;672;695;729;763;800;828;862;900;781,125
354660 SANTA FE DO SUL;5825;6017;6217;6422;6619;6792;6958;7164;6501,75
354670 SANTA GERTRUDES;2233;2323;2416;2514;2610;2696;2788;2900;2560
354680 SANTA ISABEL;6966;7249;7552;7859;8156;8410;8675;8987;7981,75
354690 SANTA LUCIA;987;1024;1060;1097;1133;1170;1208;1252;1116,375
354700 SANTA MARIA DA SERRA;699;722;745;777;804;829;857;881;789,25
354710 SANTA MERCEDES;479;487;504;519;539;552;574;587;530,125
354720 SANTANA DA PONTE PENSA;434;445;457;470;482;488;503;503;472,75
354730 SANTANA DE PARNAIBA;13280;14363;15466;16594;17730;18824;19943;21153;17169,125
354740 SANTA RITA D'OESTE;642;661;681;702;716;730;740;756;703,5
354750 SANTA RITA DO PASSA QUATRO;5588;5703;5817;5933;6035;6105;6174;6280;5954,375
354760 SANTA ROSA DE VITERBO;3963;4084;4216;4353;4485;4588;4695;4814;4399,75
354765 SANTA SALETE;341;355;362;376;386;392;401;403;377
354770 SANTO ANASTACIO;3652;3710;3772;3837;3899;3948;4006;4095;3864,875
354780 SANTO ANDRE;115245;119571;123966;128365;132544;136116;139695;144001;129937,875
354790 SANTO ANTONIO DA ALEGRIA;1164;1200;1236;1280;1325;1352;1383;1416;1294,5
354800 SANTO ANTONIO DE POSSE;2765;2879;3001;3130;3259;3373;3482;3601;3186,25
354805 SANTO ANTONIO DO ARACANGUA;1155;1220;1287;1361;1439;1509;1579;1660;1401,25
354810 SANTO ANTONIO DO JARDIM;1066;1103;1141;1182;1220;1256;1283;1315;1195,75
354820 SANTO ANTONIO DO PINHAL;990;1034;1079;1136;1188;1239;1294;1358;1164,75
354830 SANTO EXPEDITO;570;590;611;633;656;673;695;711;642,375
354840 SANTOPOLIS DO AGUAPEI;576;589;604;626;649;666;678;688;634,5
354850 SANTOS;93046;95164;97294;99397;101272;102630;103910;105685;99799,75
354860 SAO BENTO DO SAPUCAI;1950;2029;2114;2207;2295;2375;2451;2542;2245,375
354870 SAO BERNARDO DO CAMPO;106092;111224;116406;121640;126709;131257;135847;141103;123784,75
354880 SAO CAETANO DO SUL;33841;34820;35820;36811;37733;38460;39181;40093;37094,875
354890 SAO CARLOS;36151;37602;39111;40668;42151;43438;44711;46164;41249,5
354900 SAO FRANCISCO;617;624;641;655;667;677;687;701;658,625
354910 SAO JOAO DA BOA VISTA;15086;15611;16161;16713;17238;17691;18151;18714;16920,625
354920 SAO JOAO DAS DUAS PONTES;452;468;476;490;508;520;532;540;498,25
354925 SAO JOAO DE IRACEMA;329;341;352;358;360;367;370;374;356,375
354930 SAO JOAO DO PAU D'ALHO;528;544;561;581;599;612;624;634;585,375
354940 SAO JOAQUIM DA BARRA;7121;7372;7624;7880;8121;8326;8536;8782;7970,25
354950 SAO JOSE DA BELA VISTA;1061;1081;1104;1125;1147;1164;1179;1205;1133,25
354960 SAO JOSE DO BARREIRO;640;660;675;695;716;734;749;768;704,625
354970 SAO JOSE DO RIO PARDO;9280;9591;9918;10256;10564;10814;11051;11324;10349,75
354980 SAO JOSE DO RIO PRETO;70091;72801;75624;78515;81297;83720;86130;88956;79641,75
354990 SAO JOSE DOS CAMPOS;87006;91661;96336;101061;105647;109778;113885;118432;102975,75
354995 SAO LOURENCO DA SERRA;1961;2062;2166;2278;2384;2477;2575;2688;2323,875
355000 SAO LUIS DO PARAITINGA;1924;1991;2067;2151;2231;2299;2374;2456;2186,625
355010 SAO MANUEL;5696;5836;5991;6149;6293;6407;6522;6680;6196,75
355020 SAO MIGUEL ARCANJO;4371;4521;4683;4847;5012;5157;5298;5472;4920,125
355030 SAO PAULO;1670872;1727934;1785855;1843476;1897470;1942745;1986921;2041092;1862045,625
355040 SAO PEDRO;6337;6611;6902;7210;7521;7790;8051;8337;7344,875
355050 SAO PEDRO DO TURVO;1136;1157;1181;1208;1237;1254;1278;1310;1220,125
355060 SAO ROQUE;12235;12658;13087;13517;13924;14256;14578;14954;13651,125
355070 SAO SEBASTIAO;8147;8560;8983;9421;9851;10244;10644;11105;9619,375
355080 SAO SEBASTIAO DA GRAMA;1883;1925;1965;2014;2048;2073;2108;2150;2020,75
355090 SAO SIMAO;2423;2491;2554;2626;2695;2754;2804;2871;2652,25
355100 SAO VICENTE;46105;47678;49258;50835;52312;53523;54742;56229;51335,25
355110 SARAPUI;1429;1491;1566;1644;1720;1792;1854;1929;1678,125
355120 SARUTAIA;616;637;647;663;688;699;718;734;675,25
355130 SEBASTIANOPOLIS DO SUL;570;588;605;628;650;667;682;693;635,375
355140 SERRA AZUL;1282;1336;1392;1450;1511;1561;1614;1674;1477,5
355150 SERRANA;4144;4345;4558;4781;4998;5203;5416;5662;4888,375
355160 SERRA NEGRA;5504;5703;5917;6130;6340;6510;6675;6867;6205,75
355170 SERTAOZINHO;14573;15239;15931;16645;17339;17961;18597;19329;16951,75
355180 SETE BARRAS;1988;2042;2098;2154;2210;2251;2290;2343;2172
355190 SEVERINIA;1852;1912;1984;2054;2126;2187;2253;2329;2087,125
355200 SILVEIRAS;934;962;994;1034;1070;1102;1132;1172;1050
355210 SOCORRO;7620;7883;8147;8417;8665;8876;9073;9316;8499,625
355220 SOROCABA;84638;88727;93023;97478;101857;105830;109858;114431;99480,25
355230 SUD MENNUCCI;1114;1156;1203;1243;1287;1324;1361;1409;1262,125
355240 SUMARE;27805;29305;30844;32438;33996;35419;36852;38457;33139,5
355250 SUZANO;30915;32490;34110;35772;37394;38860;40362;42061;36495,5
355255 SUZANAPOLIS;552;564;582;603;622;640;654;673;611,25
355260 TABAPUA;2073;2125;2182;2243;2299;2342;2387;2446;2262,125
355270 TABATINGA;2083;2166;2240;2322;2401;2465;2522;2588;2348,375
355280 TABOAO DA SERRA;26963;28427;29928;31460;32958;34340;35750;37347;32146,625
355290 TACIBA;856;880;905;931;958;975;1006;1043;944,25
355300 TAGUAI;1404;1463;1527;1596;1657;1715;1774;1842;1622,25
355310 TAIACU;957;974;992;1016;1037;1047;1068;1095;1023,25
355320 TAIUVA;1063;1096;1130;1157;1185;1204;1221;1245;1162,625
355330 TAMBAU;3583;3678;3783;3889;3989;4072;4152;4258;3925,5
355340 TANABI;4493;4626;4755;4890;5010;5109;5214;5355;4931,5
355350 TAPIRAI;1144;1178;1213;1250;1283;1314;1342;1377;1262,625
355360 TAPIRATIBA;2003;2069;2140;2218;2293;2358;2420;2498;2249,875
355365 TAQUARAL;438;453;465;484;500;514;525;531;488,75
355370 TAQUARITINGA;8758;8984;9225;9473;9704;9891;10078;10323;9554,5
355380 TAQUARITUBA;3240;3345;3461;3576;3684;3777;3870;3980;3616,625
355385 TAQUARIVAI;574;618;667;718;768;815;865;911;742
355390 TARABAI;872;898;925;950;989;1015;1051;1092;974
355395 TARUMA;1566;1648;1732;1821;1910;1994;2082;2189;1867,75
355400 TATUI;15756;16364;17007;17678;18332;18899;19482;20156;17959,25
355410 TAUBATE;41580;43463;45411;47407;49335;51057;52784;54754;48223,875
355420 TEJUPA;662;680;695;709;726;731;745;755;712,875
355430 TEODORO SAMPAIO;2753;2849;2953;3061;3163;3251;3351;3473;3106,75
355440 TERRA ROXA;1276;1312;1358;1401;1445;1475;1508;1549;1415,5
355450 TIETE;5794;5974;6163;6359;6549;6702;6857;7049;6430,875
355460 TIMBURI;522;541;560;579;596;608;624;635;583,125
355465 TORRE DE PEDRA;423;432;443;450;462;469;477;477;454,125
355470 TORRINHA;1724;1770;1817;1859;1902;1936;1972;2018;1874,75
355475 TRABIJU;227;232;238;247;245;248;257;261;244,375
355480 TREMEMBE;5529;5837;6146;6474;6800;7100;7413;7764;6632,875
355490 TRES FRONTEIRAS;1177;1214;1246;1284;1322;1347;1379;1418;1298,375
355495 TUIUTI;1279;1334;1393;1449;1498;1548;1590;1638;1466,125
355500 TUPA;12451;12716;12996;13282;13537;13730;13928;14200;13355
355510 TUPI PAULISTA;3075;3156;3245;3344;3429;3507;3573;3658;3373,375
355520 TURIUBA;444;453;461;470;481;486;493;496;473
355530 TURMALINA;473;479;489;501;511;523;536;542;506,75
355535 UBARANA;663;692;716;738;757;773;793;823;744,375
355540 UBATUBA;10131;10640;11176;11737;12286;12793;13317;13914;11999,25
355550 UBIRAJARA;717;736;754;775;797;808;829;850;783,25
355560 UCHOA;1849;1904;1963;2030;2088;2134;2190;2251;2051,125
355570 UNIAO PAULISTA;243;247;248;249;254;254;256;258;251,125
355580 URANIA;1786;1831;1878;1929;1974;2012;2049;2092;1943,875
355590 URU;256;275;286;300;316;325;338;344;305
355600 URUPES;2568;2644;2716;2793;2860;2912;2976;3053;2815,25
355610 VALENTIM GENTIL;1755;1840;1921;2019;2112;2193;2267;2351;2057,25
355620 VALINHOS;17051;17899;18786;19705;20613;21447;22315;23326;20142,75
355630 VALPARAISO;2819;2909;3009;3113;3218;3308;3404;3532;3164
355635 VARGEM;1521;1564;1614;1661;1715;1754;1793;1843;1683,125
355640 VARGEM GRANDE DO SUL;6114;6317;6526;6746;6952;7128;7309;7527;6827,375
355645 VARGEM GRANDE PAULISTA;5358;5680;6015;6359;6702;7023;7346;7704;6523,375
355650 VARZEA PAULISTA;11769;12439;13116;13811;14490;15106;15712;16382;14103,125
355660 VERA CRUZ;2013;2057;2099;2147;2190;2219;2257;2303;2160,625
355670 VINHEDO;9834;10357;10899;11462;12020;12532;13038;13606;11718,5
355680 VIRADOURO;2577;2641;2711;2785;2850;2904;2957;3030;2806,875
355690 VISTA ALEGRE DO ALTO;902;939;967;1001;1032;1052;1083;1119;1011,875
355695 VITORIA BRASIL;302;312;319;326;327;333;339;342;325
355700 VOTORANTIM;13968;14667;15388;16138;16874;17538;18218;18979;16471,25
355710 VOTUPORANGA;15336;15876;16447;17022;17566;18036;18496;19049;17228,5
355715 ZACARIAS;444;464;481;504;525;544;565;578;513,125
355720 CHAVANTES;1928;1989;2043;2101;2152;2194;2240;2297;2118
355730 ESTIVA GERBI;1339;1406;1477;1549;1623;1685;1756;1830;1583,125
