Município;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
351890 GUZOLANDIA;562;574;593;608;624;645;664;682;706;725;746;764;782;804;817;830;847;866;895
351900 HERCULANDIA;1075;1101;1132;1155;1177;1203;1232;1258;1297;1329;1372;1415;1465;1515;1564;1602;1658;1703;1765
351905 HOLAMBRA;806;871;933;1005;1075;1150;1230;1326;1423;1528;1642;1747;1856;1963;2071;2175;2288;2397;2495
351907 HORTOLANDIA;12151;12886;13679;14515;15403;16342;17352;18421;19553;20743;22005;23326;24693;26064;27350;28662;30111;31645;32992
351910 IACANGA;1254;1286;1323;1358;1397;1441;1480;1521;1563;1604;1643;1685;1730;1773;1807;1843;1892;1956;2018
351920 IACRI;938;964;989;1012;1035;1052;1078;1096;1120;1144;1169;1201;1239;1269;1289;1320;1351;1386;1433
351925 IARAS;401;443;486;535;576;618;658;704;754;811;863;920;975;1037;1090;1147;1212;1282;1350
351930 IBATE;2478;2551;2636;2729;2832;2942;3052;3171;3292;3420;3556;3702;3855;4005;4143;4277;4451;4626;4825
351940 IBIRA;1607;1645;1683;1721;1763;1809;1859;1913;1970;2030;2095;2160;2231;2298;2354;2410;2477;2542;2604
351950 IBIRAREMA;866;895;922;945;967;986;1005;1028;1057;1078;1105;1128;1159;1185;1204;1232;1272;1301;1349
351960 IBITINGA;6161;6324;6502;6696;6901;7131;7369;7620;7883;8155;8439;8743;9057;9362;9630;9895;10215;10549;10860
351970 IBIUNA;6952;7263;7597;7930;8270;8613;8971;9339;9721;10119;10535;10973;11426;11862;12242;12629;13077;13562;14055
351980 ICEM;802;817;839;858;893;926;969;1005;1052;1093;1137;1173;1216;1252;1282;1317;1359;1403;1451
351990 IEPE;1132;1151;1174;1191;1210;1235;1264;1294;1324;1354;1392;1436;1476;1512;1549;1583;1626;1665;1723
352000 IGARACU DO TIETE;2204;2262;2324;2393;2469;2547;2631;2718;2808;2904;3017;3151;3290;3433;3561;3701;3859;4013;4199
352010 IGARAPAVA;3536;3605;3680;3763;3844;3937;4041;4151;4266;4387;4506;4640;4774;4903;5008;5116;5248;5385;5554
352020 IGARATA;949;984;1028;1073;1119;1173;1236;1296;1365;1437;1504;1579;1659;1738;1801;1872;1940;2017;2087
352030 IGUAPE;3980;4113;4267;4404;4541;4665;4800;4937;5076;5223;5377;5540;5707;5864;5993;6120;6289;6475;6676
352040 ILHABELA;1960;2068;2188;2308;2439;2574;2723;2880;3046;3218;3405;3605;3808;4019;4206;4407;4628;4864;5071
352042 ILHA COMPRIDA;1150;1255;1357;1467;1576;1689;1818;1974;2139;2315;2511;2719;2937;3161;3368;3560;3736;3904;4043
352044 ILHA SOLTEIRA;3094;3265;3448;3625;3791;3944;4092;4247;4406;4572;4736;4899;5058;5205;5340;5471;5629;5799;6002
352050 INDAIATUBA;17504;18491;19550;20680;21880;23167;24527;25965;27483;29081;30768;32532;34361;36194;37898;39622;41543;43575;45236
352060 INDIANA;676;695;704;724;737;748;770;793;814;834;858;884;915;943;964;987;1016;1046;1079
352070 INDIAPORA;694;710;730;744;762;779;806;827;848;879;906;935;969;998;1024;1045;1063;1082;1102
352080 INUBIA PAULISTA;505;516;528;537;549;560;574;589;606;621;637;662;686;709;724;751;773;798;831
352090 IPAUSSU;1638;1681;1723;1762;1801;1847;1891;1939;1989;2039;2094;2155;2227;2289;2342;2399;2468;2534;2610
352100 IPERO;1916;2039;2168;2307;2450;2601;2774;2955;3146;3342;3553;3772;4007;4245;4467;4688;4940;5201;5417
352110 IPEUNA;565;589;609;636;661;692;721;756;792;829;870;913;955;1000;1033;1075;1113;1154;1202
352115 IPIGUA;545;579;611;644;678;707;743;784;821;865;908;958;1008;1061;1111;1159;1213;1264;1308
352120 IPORANGA;497;498;505;513;521;527;538;545;556;567;582;599;613;632;646;665;672;697;718
352130 IPUA;1230;1279;1324;1376;1429;1483;1536;1593;1651;1706;1773;1839;1907;1974;2031;2093;2170;2247;2331
352140 IRACEMAPOLIS;1825;1896;1980;2056;2132;2218;2312;2404;2503;2611;2725;2844;2968;3085;3198;3315;3451;3596;3735
352150 IRAPUA;888;910;929;954;986;1022;1051;1085;1118;1155;1186;1223;1256;1291;1308;1336;1360;1391;1424
352160 IRAPURU;1264;1265;1277;1288;1310;1335;1353;1371;1393;1411;1437;1454;1470;1483;1493;1502;1522;1553;1590
352170 ITABERA;2052;2094;2146;2202;2259;2334;2405;2471;2548;2620;2700;2772;2850;2924;2980;3042;3120;3205;3288
352180 ITAI;2205;2274;2359;2445;2543;2653;2773;2894;3017;3144;3271;3408;3548;3684;3808;3928;4075;4221;4381
352190 ITAJOBI;2250;2315;2385;2453;2524;2599;2666;2745;2824;2905;2988;3068;3152;3228;3283;3343;3419;3500;3559
352200 ITAJU;410;419;432;442;462;480;501;522;545;570;592;613;641;666;687;709;719;750;771
352210 ITANHAEM;10516;11145;11819;12516;13239;13984;14772;15597;16465;17370;18327;19331;20364;21391;22333;23271;24296;25426;26329
352215 ITAOCA;476;483;494;499;505;518;524;534;544;558;570;584;600;616;629;644;651;664;677
352220 ITAPECERICA DA SERRA;9068;9627;10217;10848;11515;12209;12925;13676;14462;15275;16124;16976;17841;18684;19450;20231;21105;22042;22886
352230 ITAPETININGA;14546;15063;15599;16163;16762;17394;18056;18751;19470;20220;21012;21849;22709;23540;24249;24953;25748;26579;27372
352240 ITAPEVA;8312;8579;8856;9144;9448;9766;10093;10424;10772;11130;11517;11929;12363;12778;13137;13525;13997;14483;15041
352250 ITAPEVI;10564;11243;11959;12724;13515;14334;15196;16100;17049;18046;19087;20167;21273;22371;23383;24431;25613;26888;28075
352260 ITAPIRA;9056;9303;9566;9839;10128;10436;10765;11105;11445;11799;12167;12550;12928;13289;13571;13858;14207;14592;14974
352265 ITAPIRAPUA PAULISTA;389;404;420;427;434;442;453;460;469;474;486;495;504;516;526;541;549;574;586
352270 ITAPOLIS;5609;5738;5866;6010;6140;6269;6405;6550;6693;6843;6997;7159;7335;7501;7632;7772;7967;8182;8428
352280 ITAPORANGA;1860;1918;1984;2048;2111;2170;2232;2293;2353;2419;2481;2551;2621;2681;2730;2775;2830;2895;2960
352290 ITAPUI;1345;1371;1399;1439;1483;1533;1577;1634;1690;1749;1804;1877;1940;2002;2057;2110;2172;2233;2293
352300 ITAPURA;505;519;537;557;570;591;612;624;647;666;692;717;741;765;784;807;824;846;870
352310 ITAQUAQUECETUBA;16309;17350;18474;19684;20997;22417;23938;25548;27248;29052;30939;32903;34940;36977;38906;40871;43034;45286;47321
352320 ITARARE;5277;5409;5549;5698;5848;6011;6168;6329;6497;6667;6843;7016;7206;7371;7499;7633;7814;8021;8263
352330 ITARIRI;1602;1651;1722;1770;1822;1877;1936;2000;2069;2140;2220;2300;2390;2473;2545;2621;2711;2805;2936
352340 ITATIBA;9950;10381;10836;11323;11846;12413;13022;13664;14338;15046;15800;16603;17431;18258;18995;19756;20604;21484;22254
352350 ITATINGA;1536;1582;1627;1674;1727;1788;1851;1918;1992;2064;2134;2209;2297;2374;2438;2511;2598;2696;2797
352360 ITIRAPINA;1466;1498;1532;1573;1620;1670;1719;1773;1828;1883;1947;2013;2073;2131;2187;2243;2316;2393;2475
352370 ITIRAPUA;672;694;718;739;767;792;818;849;880;911;939;962;986;1011;1021;1035;1056;1078;1104
352380 ITOBI;895;911;934;959;986;1020;1054;1097;1136;1178;1222;1271;1325;1376;1415;1455;1501;1542;1582
352390 ITU;14746;15319;15911;16541;17199;17892;18620;19385;20182;21009;21890;22812;23771;24699;25515;26339;27287;28282;29286
352400 ITUPEVA;2728;2925;3136;3366;3612;3874;4175;4493;4842;5212;5609;6028;6469;6918;7355;7815;8329;8867;9258
352410 ITUVERAVA;5050;5214;5385;5560;5730;5893;6059;6231;6408;6587;6768;6952;7134;7300;7431;7549;7702;7861;8056
352420 JABORANDI;827;839;861;882;902;917;930;948;965;989;1011;1038;1067;1096;1117;1138;1172;1212;1250
352430 JABOTICABAL;9077;9341;9621;9907;10204;10521;10856;11203;11565;11925;12299;12677;13064;13422;13707;13992;14339;14719;15136
352440 JACAREI;20254;21220;22242;23336;24491;25718;26980;28285;29657;31065;32508;33976;35459;36897;38176;39474;40983;42569;44069
352450 JACI;506;529;550;575;601;632;659;696;729;768;811;856;902;954;999;1047;1097;1149;1185
352460 JACUPIRANGA;1888;1933;1987;2044;2102;2158;2224;2288;2359;2422;2490;2560;2632;2692;2745;2797;2872;2949;3053
352470 JAGUARIUNA;3808;4066;4336;4594;4845;5097;5362;5651;5956;6279;6620;6988;7377;7760;8120;8480;8874;9296;9601
352480 JALES;6814;7050;7290;7528;7759;7986;8223;8466;8717;8974;9237;9504;9786;10049;10267;10484;10760;11050;11368
352490 JAMBEIRO;550;579;603;626;655;685;714;757;800;847;891;952;1003;1060;1108;1161;1213;1268;1316
352500 JANDIRA;5618;5997;6400;6845;7329;7850;8400;8977;9594;10235;10892;11559;12244;12919;13560;14216;14949;15715;16408
352510 JARDINOPOLIS;3780;3942;4116;4289;4466;4653;4836;5032;5232;5439;5659;5887;6113;6345;6535;6734;6967;7209;7413
352520 JARINU;2062;2199;2345;2497;2654;2814;2979;3175;3377;3586;3822;4077;4355;4633;4895;5160;5450;5747;5932
352530 JAU;15564;16027;16504;17017;17569;18153;18783;19439;20116;20809;21541;22295;23071;23808;24423;25032;25750;26507;27330
352540 JERIQUARA;325;332;335;342;350;360;370;378;396;406;423;437;450;467;481;492;504;531;545
352550 JOANOPOLIS;1525;1574;1635;1696;1752;1806;1871;1934;1998;2060;2129;2204;2279;2350;2409;2465;2536;2615;2686
352560 JOAO RAMALHO;415;421;433;444;455;467;486;499;523;543;564;587;613;642;664;690;712;745;777
352570 JOSE BONIFACIO;3832;3955;4081;4208;4341;4479;4627;4786;4947;5110;5287;5479;5676;5874;6046;6216;6424;6649;6855
352580 JULIO MESQUITA;560;574;587;607;619;633;648;661;674;684;695;718;733;751;763;784;800;826;846
352585 JUMIRIM;306;314;324;329;333;343;355;365;380;393;405;422;440;460;475;484;496;522;532
352590 JUNDIAI;44167;45700;47324;49058;50930;52951;55110;57377;59730;62179;64712;67332;70004;72567;74814;77059;79694;82488;84829
352600 JUNQUEIROPOLIS;2814;2865;2916;2972;3035;3102;3175;3261;3341;3422;3504;3588;3675;3755;3809;3879;3972;4079;4195
352610 JUQUIA;2351;2415;2479;2549;2623;2688;2761;2832;2905;2980;3055;3136;3219;3294;3351;3411;3489;3572;3682
352620 JUQUITIBA;2543;2654;2762;2884;3009;3140;3270;3399;3536;3679;3825;3975;4129;4275;4401;4533;4684;4844;5030
352630 LAGOINHA;814;825;850;869;883;905;923;950;970;1000;1027;1056;1093;1132;1161;1183;1218;1258;1290
352640 LARANJAL PAULISTA;3300;3401;3510;3613;3713;3810;3910;4015;4121;4224;4340;4456;4573;4683;4769;4849;4963;5075;5190
352650 LAVINIA;797;821;837;856;874;895;913;933;954;974;998;1020;1040;1060;1077;1099;1127;1152;1178
352660 LAVRINHAS;524;538;556;575;599;628;660;687;718;751;791;820;860;899;930;965;1002;1046;1087
352670 LEME;8965;9310;9673;10057;10452;10858;11277;11704;12148;12598;13074;13559;14057;14530;14944;15370;15897;16454;17020
352680 LENCOIS PAULISTA;5933;6156;6388;6633;6898;7179;7470;7773;8088;8413;8759;9126;9514;9882;10216;10542;10931;11328;11731
352690 LIMEIRA;28901;29976;31119;32321;33600;34961;36410;37916;39483;41101;42788;44528;46304;48003;49472;50926;52584;54322;56110
352700 LINDOIA;807;832;862;882;917;952;989;1028;1069;1107;1150;1195;1245;1293;1329;1367;1412;1458;1504
352710 LINS;9555;9768;9992;10241;10519;10818;11144;11482;11823;12182;12552;12938;13320;13676;13961;14257;14633;15036;15458
352720 LORENA;9348;9678;10020;10380;10749;11146;11552;11976;12407;12852;13301;13759;14230;14673;15046;15424;15878;16338;16847
352725 LOURDES;313;326;342;354;369;372;388;400;412;423;437;446;453;466;475;483;482;492;508
352730 LOUVEIRA;2388;2512;2645;2796;2955;3148;3349;3579;3827;4082;4357;4648;4958;5267;5559;5859;6189;6531;6819
352740 LUCELIA;2696;2758;2829;2896;2965;3043;3119;3202;3286;3371;3467;3567;3672;3782;3870;3960;4084;4209;4361
352750 LUCIANOPOLIS;300;317;339;351;366;381;396;415;427;444;461;474;485;496;502;507;507;515;521
352760 LUIS ANTONIO;689;744;792;842;895;942;994;1056;1112;1184;1258;1340;1421;1505;1581;1654;1735;1807;1886
352770 LUIZIANIA;640;655;662;670;680;692;700;714;729;750;759;785;806;823;837;856;877;901;936
352780 LUPERCIO;527;548;568;589;605;623;643;656;673;692;705;721;738;752;763;781;802;825;847
352790 LUTECIA;390;397;403;410;415;421;434;445;453;461;472;484;500;517;526;541;552;575;595
352800 MACATUBA;1704;1749;1797;1849;1900;1960;2018;2085;2151;2216;2301;2382;2470;2557;2630;2714;2812;2917;3030
352810 MACAUBAL;1275;1303;1333;1363;1400;1438;1474;1518;1563;1607;1655;1695;1742;1785;1811;1837;1878;1915;1963
352820 MACEDONIA;575;586;606;621;642;668;690;719;743;768;794;819;846;873;891;916;942;969;1001
352830 MAGDA;537;554;570;588;603;617;638;657;671;690;711;726;751;770;785;797;810;824;844
352840 MAIRINQUE;3812;4000;4192;4402;4614;4845;5082;5341;5610;5889;6186;6496;6823;7144;7437;7735;8073;8427;8756
352850 MAIRIPORA;6508;6919;7356;7814;8287;8784;9291;9834;10409;11019;11652;12302;12988;13665;14295;14925;15616;16345;17009
352860 MANDURI;1167;1205;1241;1282;1317;1364;1407;1451;1502;1552;1610;1667;1722;1780;1823;1872;1923;1984;2031
352870 MARABA PAULISTA;462;472;489;496;510;524;541;553;567;582;600;621;643;667;684;709;737;774;804
352880 MARACAI;1535;1579;1627;1683;1736;1792;1849;1904;1954;2013;2067;2121;2177;2224;2267;2309;2369;2449;2531
352885 MARAPOAMA;337;351;366;382;398;413;429;442;461;476;494;518;539;556;573;587;599;633;645
352890 MARIAPOLIS;592;593;599;602;614;621;629;644;660;670;685;699;722;737;755;772;798;819;851
352900 MARILIA;26749;27717;28716;29722;30731;31747;32822;33938;35092;36290;37535;38821;40130;41372;42410;43460;44716;46050;47325
352910 MARINOPOLIS;274;280;288;294;301;309;316;324;332;340;352;366;382;394;410;423;431;457;473
352920 MARTINOPOLIS;3113;3190;3274;3355;3435;3520;3608;3694;3792;3895;4001;4127;4251;4370;4479;4585;4735;4893;5055
352930 MATAO;8040;8347;8672;9018;9382;9758;10169;10594;11032;11491;11968;12458;12955;13429;13839;14253;14733;15237;15776
352940 MAUA;29663;31247;32938;34672;36442;38240;40106;42038;44052;46139;48293;50470;52663;54782;56671;58591;60795;63073;65569
352950 MENDONCA;663;683;697;716;744;773;799;833;868;906;940;977;1017;1060;1090;1126;1170;1212;1244
352960 MERIDIANO;596;599;605;613;620;638;654;679;701;723;752;783;815;845;874;898;933;957;995
352965 MESOPOLIS;278;286;290;293;303;305;312;319;328;334;340;346;358;363;368;381;384;401;413
352970 MIGUELOPOLIS;2053;2123;2193;2272;2347;2423;2499;2569;2646;2724;2803;2882;2957;3033;3095;3167;3259;3363;3483
352980 MINEIROS DO TIETE;1382;1410;1448;1486;1530;1575;1622;1671;1720;1772;1836;1888;1945;1995;2038;2083;2138;2191;2260
352990 MIRACATU;2215;2266;2325;2388;2458;2537;2612;2691;2770;2857;2945;3030;3120;3205;3274;3349;3446;3551;3688
353000 MIRA ESTRELA;401;425;446;467;495;514;537;560;586;613;642;674;706;741;766;790;812;838;865
353010 MIRANDOPOLIS;3810;3903;4002;4106;4214;4330;4446;4565;4684;4812;4942;5076;5214;5339;5444;5560;5714;5874;6075
353020 MIRANTE DO PARANAPANEMA;2396;2450;2504;2559;2617;2672;2739;2802;2870;2939;3011;3093;3182;3261;3331;3407;3511;3622;3762
353030 MIRASSOL;6584;6793;7013;7244;7494;7761;8040;8332;8638;8951;9290;9646;10017;10375;10686;11012;11415;11840;12208
353040 MIRASSOLANDIA;601;622;651;677;696;714;731;750;764;782;803;822;839;858;869;886;912;936;961
353050 MOCOCA;8424;8675;8943;9226;9530;9874;10224;10593;10974;11364;11763;12164;12574;12954;13273;13595;13980;14387;14844
353060 MOGI DAS CRUZES;34607;36146;37789;39528;41373;43347;45441;47647;49945;52357;54863;57466;60142;62761;65132;67553;70345;73278;75950
353070 MOGI GUACU;14153;14773;15423;16105;16825;17572;18357;19171;20006;20879;21769;22681;23614;24511;25309;26103;27021;28004;28903
353080 MOGI MIRIM;10264;10624;10992;11394;11819;12269;12746;13243;13758;14285;14845;15414;15999;16559;17040;17524;18088;18682;19279
353090 MOMBUCA;342;350;354;362;367;382;392;401;415;426;440;457;480;499;515;535;550;588;603
353100 MONCOES;361;372;387;394;404;412;420;426;442;451;468;479;492;504;510;518;529;539;557
353110 MONGAGUA;5531;5899;6293;6691;7085;7497;7943;8416;8926;9471;10085;10739;11438;12140;12771;13391;14010;14635;15102
353120 MONTE ALEGRE DO SUL;1020;1049;1082;1114;1152;1191;1242;1299;1359;1425;1498;1582;1672;1765;1852;1933;2010;2079;2152
353130 MONTE ALTO;6262;6445;6644;6843;7049;7266;7493;7730;7982;8235;8493;8765;9029;9282;9487;9695;9949;10230;10522
353140 MONTE APRAZIVEL;3113;3179;3258;3336;3421;3523;3626;3731;3842;3950;4063;4176;4289;4392;4471;4558;4664;4790;4915
353150 MONTE AZUL PAULISTA;2469;2527;2594;2659;2728;2803;2881;2962;3049;3136;3225;3316;3416;3506;3575;3650;3744;3847;3968
353160 MONTE CASTELO;689;704;717;731;744;758;775;785;806;820;836;856;877;892;907;920;936;952;979
353170 MONTEIRO LOBATO;535;562;587;602;625;641;660;677;694;714;729;758;784;814;837;866;892;920;950
353180 MONTE MOR;3712;3925;4155;4390;4628;4878;5140;5410;5697;5998;6318;6659;7014;7361;7681;8012;8381;8776;9082
353190 MORRO AGUDO;2433;2526;2621;2725;2834;2940;3055;3177;3299;3424;3556;3689;3830;3965;4078;4206;4358;4520;4708
353200 MORUNGABA;1161;1227;1288;1352;1410;1467;1528;1588;1652;1720;1787;1857;1930;2001;2058;2124;2203;2289;2375
353205 MOTUCA;417;432;449;467;492;506;518;548;564;590;615;635;661;685;705;728;746;773;808
353210 MURUTINGA DO SUL;748;766;791;807;826;841;851;866;878;889;904;918;931;941;950;963;981;1003;1046
353215 NANTES;252;257;267;272;281;283;293;304;316;324;334;342;352;363;373;386;395;421;448
353220 NARANDIBA;419;434;445;456;470;488;503;527;553;570;599;630;661;700;729;761;796;826;867
353230 NATIVIDADE DA SERRA;1086;1103;1130;1153;1178;1215;1252;1286;1330;1371;1411;1457;1503;1546;1579;1621;1666;1715;1760
353240 NAZARE PAULISTA;2062;2132;2209;2281;2353;2423;2493;2568;2642;2723;2808;2901;2994;3081;3160;3245;3361;3476;3599
353250 NEVES PAULISTA;1519;1552;1578;1615;1655;1696;1745;1793;1846;1902;1958;2020;2077;2139;2177;2226;2285;2340;2401
353260 NHANDEARA;1833;1889;1948;1992;2047;2098;2147;2203;2257;2308;2363;2413;2459;2506;2539;2575;2623;2671;2750
353270 NIPOA;460;473;489;507;518;532;546;561;584;598;613;630;646;666;681;694;711;745;767
353280 NOVA ALIANCA;866;895;919;942;962;984;1002;1025;1053;1077;1105;1132;1165;1192;1222;1246;1276;1316;1353
353282 NOVA CAMPINA;581;608;626;653;680;705;736;763;786;817;848;885;920;956;986;1021;1069;1115;1169
353284 NOVA CANAA PAULISTA;437;443;446;454;464;476;490;506;520;538;554;568;586;605;613;627;624;639;644
353286 NOVA CASTILHO;149;154;161;164;169;171;176;179;179;181;186;187;193;193;195;196;194;209;211
353290 NOVA EUROPA;883;920;954;996;1031;1072;1111;1152;1194;1240;1282;1327;1374;1424;1465;1506;1552;1606;1657
353300 NOVA GRANADA;2427;2495;2564;2630;2698;2765;2844;2917;2995;3079;3170;3260;3361;3450;3525;3598;3694;3794;3901
353310 NOVA GUATAPORANGA;365;368;379;393;399;406;421;428;437;449;461;477;489;506;515;521;523;531;551
353320 NOVA INDEPENDENCIA;300;309;317;324;336;346;360;376;397;415;440;463;498;528;551;581;604;635;657
353325 NOVAIS;451;459;472;476;490;494;502;506;513;523;533;537;552;561;569;581;594;625;641
353330 NOVA LUZITANIA;378;398;412;427;441;452;467;481;494;504;520;533;552;561;572;584;587;607;617
353340 NOVA ODESSA;4757;4989;5239;5500;5787;6077;6391;6720;7069;7434;7826;8239;8666;9084;9465;9859;10302;10759;11159
353350 NOVO HORIZONTE;4855;4983;5119;5262;5414;5571;5739;5913;6085;6265;6457;6646;6852;7035;7191;7348;7545;7756;7980
353360 NUPORANGA;825;847;875;890;920;944;980;1012;1043;1084;1120;1161;1206;1241;1276;1315;1357;1408;1450
353370 OCAUCU;553;567;590;600;616;634;652;680;705;732;760;784;817;839;862;881;905;930;957
353380 OLEO;448;453;464;474;488;496;504;514;525;537;547;555;565;574;577;584;590;606;619
353390 OLIMPIA;6708;6916;7130;7335;7543;7744;7953;8168;8392;8617;8859;9098;9351;9575;9756;9932;10162;10406;10629
353400 ONDA VERDE;429;445;457;474;487;499;509;529;547;571;590;618;645;670;698;727;759;795;824
353410 ORIENTE;901;913;929;949;964;989;1014;1040;1073;1100;1139;1181;1227;1277;1314;1348;1391;1425;1474
353420 ORINDIUVA;436;449;469;484;503;522;551;577;604;639;669;699;735;767;799;834;868;908;948
353430 ORLANDIA;4254;4409;4567;4730;4905;5083;5267;5458;5657;5864;6080;6306;6540;6755;6948;7144;7373;7606;7884
353440 OSASCO;58579;60773;63084;65630;68444;71505;74729;78087;81597;85246;89033;92952;96944;100825;104288;107822;111905;116176;120506
353450 OSCAR BRESSANE;463;479;500;514;530;542;554;568;582;593;605;619;630;645;653;659;667;685;706
353460 OSVALDO CRUZ;4971;5091;5225;5351;5485;5619;5755;5897;6042;6194;6348;6507;6663;6819;6933;7047;7197;7364;7546
353470 OURINHOS;12296;12762;13250;13738;14202;14662;15133;15609;16095;16592;17099;17620;18146;18641;19047;19469;19999;20572;21211
353475 OUROESTE;977;1021;1065;1114;1161;1206;1258;1313;1372;1433;1498;1572;1652;1735;1803;1872;1952;2025;2084
353480 OURO VERDE;1010;1032;1058;1077;1097;1114;1135;1155;1175;1200;1220;1247;1273;1301;1318;1340;1376;1415;1462
353490 PACAEMBU;1978;2000;2028;2045;2071;2097;2123;2147;2186;2211;2252;2292;2336;2381;2413;2446;2495;2550;2592
353500 PALESTINA;1681;1717;1759;1797;1830;1871;1916;1953;1992;2035;2081;2131;2179;2220;2255;2287;2339;2393;2450
353510 PALMARES PAULISTA;727;751;769;794;826;864;895;933;972;1012;1054;1092;1133;1176;1213;1255;1314;1374;1446
353520 PALMEIRA D'OESTE;1721;1747;1785;1819;1858;1890;1927;1961;1998;2038;2079;2124;2173;2213;2248;2281;2335;2394;2462
353530 PALMITAL;3256;3351;3443;3539;3625;3710;3787;3872;3953;4032;4112;4188;4262;4328;4373;4414;4483;4561;4665
353540 PANORAMA;1558;1612;1665;1718;1780;1845;1907;1971;2034;2102;2171;2241;2314;2385;2446;2502;2576;2654;2736
353550 PARAGUACU PAULISTA;5044;5187;5334;5480;5629;5774;5936;6091;6256;6423;6600;6791;6982;7167;7319;7485;7687;7904;8168
353560 PARAIBUNA;2043;2109;2182;2248;2325;2408;2502;2598;2697;2801;2910;3022;3138;3254;3357;3462;3589;3723;3864
353570 PARAISO;773;794;816;843;863;884;909;940;973;1004;1037;1073;1112;1139;1168;1201;1237;1273;1316
353580 PARANAPANEMA;1604;1654;1709;1764;1828;1903;1982;2055;2141;2223;2323;2423;2527;2632;2728;2828;2937;3053;3169
353590 PARANAPUA;558;569;589;604;620;637;647;662;678;696;713;727;752;774;790;804;823;842;863
353600 PARAPUA;1784;1816;1853;1884;1919;1952;1992;2030;2082;2132;2183;2239;2302;2360;2401;2442;2494;2545;2612
353610 PARDINHO;589;618;638;668;696;727;760;792;832;867;908;952;996;1039;1079;1117;1158;1207;1238
353620 PARIQUERA-ACU;2110;2184;2248;2318;2391;2463;2541;2619;2701;2793;2882;2975;3071;3158;3228;3303;3401;3499;3607
353625 PARISI;315;321;332;342;354;365;387;409;431;455;479;511;537;566;593;615;635;665;683
353630 PATROCINIO PAULISTA;1371;1414;1467;1515;1576;1633;1696;1761;1825;1893;1966;2041;2111;2185;2242;2307;2390;2470;2544
353640 PAULICEIA;617;643;669;698;725;754;799;843;885;931;984;1047;1114;1185;1249;1312;1371;1430;1487
353650 PAULINIA;5425;5832;6268;6737;7225;7753;8318;8923;9575;10255;10986;11743;12537;13332;14094;14886;15763;16674;17443
353657 PAULISTANIA;226;236;242;248;256;265;273;281;287;299;310;320;327;339;349;351;360;371;390
353660 PAULO DE FARIA;1123;1142;1164;1192;1218;1245;1271;1299;1327;1355;1386;1419;1449;1479;1500;1529;1571;1608;1665
353670 PEDERNEIRAS;4374;4509;4639;4790;4956;5131;5327;5529;5741;5954;6183;6425;6673;6910;7121;7333;7593;7869;8148
353680 PEDRA BELA;782;801;822;855;888;925;966;1010;1053;1094;1141;1183;1228;1271;1309;1344;1382;1435;1469
353690 PEDRANOPOLIS;432;441;449;458;472;487;507;534;554;579;603;628;656;679;706;729;747;775;792
353700 PEDREGULHO;1704;1756;1814;1872;1929;1998;2059;2129;2203;2281;2362;2447;2535;2620;2686;2755;2828;2901;2990
353710 PEDREIRA;4427;4575;4732;4895;5070;5254;5448;5659;5870;6088;6325;6572;6824;7070;7288;7514;7782;8069;8371
353715 PEDRINHAS PAULISTA;367;372;389;405;420;433;447;460;479;497;514;532;557;572;590;610;628;658;685
353720 PEDRO DE TOLEDO;1235;1279;1332;1379;1432;1483;1540;1601;1663;1725;1805;1886;1981;2068;2147;2224;2308;2400;2488
353730 PENAPOLIS;8073;8321;8581;8839;9093;9356;9625;9902;10189;10487;10789;11119;11454;11766;12021;12277;12591;12928;13269
353740 PEREIRA BARRETO;3465;3544;3626;3709;3795;3876;3971;4063;4165;4262;4364;4481;4597;4717;4807;4906;5042;5191;5372
353750 PEREIRAS;932;953;979;1010;1040;1084;1124;1173;1217;1264;1317;1369;1429;1482;1528;1576;1633;1692;1732
353760 PERUIBE;7706;8074;8466;8861;9268;9668;10092;10531;10989;11457;11956;12480;13020;13538;13995;14449;14965;15532;15982
353770 PIACATU;720;746;775;799;821;837;865;889;917;942;969;999;1033;1071;1098;1125;1159;1197;1245
353780 PIEDADE;5977;6181;6399;6605;6809;7022;7242;7471;7709;7965;8235;8529;8830;9125;9376;9635;9930;10245;10589
353790 PILAR DO SUL;2824;2945;3080;3197;3312;3429;3546;3669;3798;3935;4080;4224;4382;4537;4670;4804;4968;5134;5321
353800 PINDAMONHANGABA;12822;13492;14205;14966;15789;16664;17567;18514;19508;20528;21586;22659;23743;24788;25714;26649;27683;28754;29752
353810 PINDORAMA;2184;2247;2309;2381;2443;2499;2549;2607;2666;2723;2780;2843;2910;2969;3009;3045;3104;3167;3239
353820 PINHALZINHO;1802;1891;1980;2060;2149;2229;2321;2415;2512;2612;2725;2840;2962;3080;3183;3281;3392;3510;3604
353830 PIQUEROBI;528;533;548;561;571;580;584;591;598;608;614;632;640;650;661;674;687;717;740
353850 PIQUETE;1913;1957;1999;2057;2111;2170;2229;2293;2351;2420;2489;2551;2619;2684;2739;2796;2859;2933;3024
353860 PIRACAIA;3045;3154;3264;3386;3506;3633;3768;3913;4066;4220;4387;4566;4745;4919;5065;5213;5388;5580;5759
353870 PIRACICABA;40741;42194;43726;45389;47179;49122;51137;53250;55428;57679;60023;62432;64897;67260;69304;71357;73762;76295;78500
353880 PIRAJU;3934;4033;4132;4248;4368;4510;4652;4801;4955;5110;5279;5449;5613;5772;5895;6025;6196;6361;6550
